"Step","KitchenMetaEnv-v0_2024_5_17_16_12_50_DI_gail_seed_6 (DI-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_12_50_DI_gail_seed_6 (DI-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_12_50_DI_gail_seed_6 (DI-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_12_39_DI_gail_seed_5 (DI-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_12_39_DI_gail_seed_5 (DI-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_12_39_DI_gail_seed_5 (DI-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_16_14_53_59_DI_gail_seed_0 (DI-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_16_14_53_59_DI_gail_seed_0 (DI-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_16_14_53_59_DI_gail_seed_0 (DI-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_16_14_56_55_hier_airl_seed_3 (H-AIRL) - r-avg","KitchenMetaEnv-v0_2024_5_16_14_56_55_hier_airl_seed_3 (H-AIRL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_16_14_56_55_hier_airl_seed_3 (H-AIRL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_16_14_56_43_hier_airl_seed_2 (H-AIRL) - r-avg","KitchenMetaEnv-v0_2024_5_16_14_56_43_hier_airl_seed_2 (H-AIRL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_16_14_56_43_hier_airl_seed_2 (H-AIRL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_16_14_56_15_hier_airl_seed_1 (H-AIRL) - r-avg","KitchenMetaEnv-v0_2024_5_16_14_56_15_hier_airl_seed_1 (H-AIRL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_16_14_56_15_hier_airl_seed_1 (H-AIRL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_10_35_option_gail_seed_6 (Option-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_10_35_option_gail_seed_6 (Option-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_10_35_option_gail_seed_6 (Option-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_10_23_option_gail_seed_5 (Option-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_10_23_option_gail_seed_5 (Option-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_10_23_option_gail_seed_5 (Option-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_12_13_34_26_option_gail_seed_1 (Option-GAIL) - r-avg","KitchenMetaEnv-v0_2024_5_12_13_34_26_option_gail_seed_1 (Option-GAIL) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_12_13_34_26_option_gail_seed_1 (Option-GAIL) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_9_1_option_gail_seed_7 (Ours) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_9_1_option_gail_seed_7 (Ours) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_9_1_option_gail_seed_7 (Ours) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_8_41_option_gail_seed_6 (Ours) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_8_41_option_gail_seed_6 (Ours) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_8_41_option_gail_seed_6 (Ours) - r-avg__MAX","KitchenMetaEnv-v0_2024_5_17_16_7_27_option_gail_seed_5 (Ours) - r-avg","KitchenMetaEnv-v0_2024_5_17_16_7_27_option_gail_seed_5 (Ours) - r-avg__MIN","KitchenMetaEnv-v0_2024_5_17_16_7_27_option_gail_seed_5 (Ours) - r-avg__MAX"
"1275","0","0","0","100","100","100","80","80","80","0","0","0","70","70","70","10","10","10","0","0","0","0","0","0","30","30","30","0","0","0","150","150","150","110","110","110"
"1280","150","150","150","100","100","100","180","180","180","0","0","0","0","0","0","40","40","40","0","0","0","50","50","50","210","210","210","100","100","100","0","0","0","20","20","20"
"1285","90","90","90","0","0","0","140","140","140","0","0","0","50","50","50","80","80","80","40","40","40","0","0","0","60","60","60","110","110","110","0","0","0","120","120","120"
"1290","100","100","100","0","0","0","290","290","290","0","0","0","110","110","110","80","80","80","60","60","60","60","60","60","0","0","0","100","100","100","200","200","200","190","190","190"
"1295","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","200","200","200","0","0","0"
"1300","100","100","100","20","20","20","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","70","70","70"
"1305","120","120","120","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100"
"1310","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","80","80","80","120","120","120","100","100","100","40","40","40"
"1315","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","0","0","0","100","100","100","90","90","90","0","0","0","90","90","90","180","180","180","110","110","110"
"1320","80","80","80","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","140","140","140","0","0","0","100","100","100"
"1325","100","100","100","50","50","50","100","100","100","0","0","0","0","0","0","0","0","0","10","10","10","140","140","140","0","0","0","140","140","140","100","100","100","80","80","80"
"1330","30","30","30","70","70","70","140","140","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","60","60","100","100","100","10","10","10"
"1335","250","250","250","50","50","50","140","140","140","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0","0","0","0","100","100","100","100","100","100","80","80","80"
"1340","230","230","230","100","100","100","140","140","140","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","70","70","70","120","120","120","200","200","200","20","20","20"
"1345","100","100","100","120","120","120","160","160","160","0","0","0","30","30","30","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","0","0","0"
"1350","0","0","0","50","50","50","0","0","0","0","0","0","190","190","190","0","0","0","0","0","0","0","0","0","240","240","240","100","100","100","160","160","160","100","100","100"
"1355","0","0","0","100","100","100","60","60","60","0","0","0","0","0","0","0","0","0","40","40","40","90","90","90","0","0","0","120","120","120","100","100","100","40","40","40"
"1360","180","180","180","100","100","100","160","160","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","200","100","100","100"
"1365","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","30","30","30","100","100","100","100","100","100"
"1370","130","130","130","100","100","100","100","100","100","0","0","0","60","60","60","100","100","100","190","190","190","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100"
"1375","100","100","100","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","200","100","100","100","100","100","100","0","0","0"
"1380","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","20","20","20","120","120","120","200","200","200","160","160","160","0","0","0"
"1385","0","0","0","0","0","0","260","260","260","0","0","0","0","0","0","60","60","60","0","0","0","20","20","20","100","100","100","100","100","100","100","100","100","40","40","40"
"1390","0","0","0","0","0","0","90","90","90","0","0","0","60","60","60","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","140","140","140","10","10","10"
"1395","0","0","0","0","0","0","180","180","180","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","130","130","130","80","80","80"
"1400","0","0","0","30","30","30","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","300","300","150","150","150","70","70","70"
"1405","0","0","0","90","90","90","180","180","180","0","0","0","0","0","0","100","100","100","210","210","210","0","0","0","110","110","110","200","200","200","200","200","200","100","100","100"
"1410","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","160","160","160"
"1415","0","0","0","0","0","0","20","20","20","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","190","190","190","80","80","80"
"1420","0","0","0","0","0","0","130","130","130","40","40","40","90","90","90","100","100","100","0","0","0","0","0","0","280","280","280","0","0","0","100","100","100","40","40","40"
"1425","0","0","0","0","0","0","130","130","130","100","100","100","0","0","0","20","20","20","0","0","0","0","0","0","0","0","0","100","100","100","10","10","10","30","30","30"
"1430","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","300","300","190","190","190","100","100","100"
"1435","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0","0","0","0"
"1440","0","0","0","0","0","0","140","140","140","0","0","0","100","100","100","30","30","30","100","100","100","0","0","0","0","0","0","100","100","100","0","0","0","10","10","10"
"1445","0","0","0","0","0","0","30","30","30","0","0","0","100","100","100","0","0","0","40","40","40","20","20","20","0","0","0","0","0","0","60","60","60","80","80","80"
"1450","0","0","0","100","100","100","100","100","100","0","0","0","90","90","90","0","0","0","0","0","0","90","90","90","170","170","170","40","40","40","100","100","100","250","250","250"
"1455","0","0","0","0","0","0","110","110","110","0","0","0","20","20","20","0","0","0","70","70","70","0","0","0","30","30","30","270","270","270","150","150","150","220","220","220"
"1460","0","0","0","150","150","150","140","140","140","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","120","120","120","0","0","0","70","70","70"
"1465","0","0","0","100","100","100","30","30","30","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100"
"1470","0","0","0","0","0","0","70","70","70","110","110","110","30","30","30","0","0","0","70","70","70","70","70","70","70","70","70","100","100","100","120","120","120","200","200","200"
"1475","0","0","0","0","0","0","80","80","80","0","0","0","80","80","80","0","0","0","70","70","70","80","80","80","140","140","140","100","100","100","200","200","200","60","60","60"
"1480","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","40","40","140","140","140","80","80","80","100","100","100","0","0","0","80","80","80"
"1485","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","90","90","90","100","100","100","190","190","190"
"1490","0","0","0","0","0","0","0","0","0","0","0","0","90","90","90","0","0","0","120","120","120","0","0","0","80","80","80","150","150","150","100","100","100","180","180","180"
"1495","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","20","20","20","270","270","270","100","100","100","270","270","270"
"1500","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","90","90","90","100","100","100"
"1505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","70","70","20","20","20","0","0","0"
"1510","0","0","0","0","0","0","20","20","20","0","0","0","100","100","100","20","20","20","0","0","0","0","0","0","100","100","100","160","160","160","270","270","270","140","140","140"
"1515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190","190","190","0","0","0","20","20","20","90","90","90","120","120","120","190","190","190"
"1520","0","0","0","0","0","0","40","40","40","0","0","0","100","100","100","0","0","0","90","90","90","0","0","0","0","0","0","100","100","100","200","200","200","110","110","110"
"1525","50","50","50","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","30","100","100","100"
"1530","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","0","0","0","100","100","100","0","0","0","0","0","0","100","100","100","100","100","100","60","60","60"
"1535","0","0","0","0","0","0","0","0","0","0","0","0","50","50","50","0","0","0","200","200","200","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0"
"1540","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","60","60","0","0","0","0","0","0","100","100","100","100","100","100","50","50","50"
"1545","0","0","0","0","0","0","240","240","240","200","200","200","100","100","100","0","0","0","320","320","320","50","50","50","0","0","0","100","100","100","160","160","160","10","10","10"
"1550","60","60","60","0","0","0","200","200","200","0","0","0","10","10","10","0","0","0","200","200","200","30","30","30","100","100","100","150","150","150","100","100","100","150","150","150"
"1555","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","230","230","230","0","0","0","20","20","20","0","0","0","0","0","0","120","120","120","110","110","110"
"1560","0","0","0","0","0","0","60","60","60","0","0","0","90","90","90","100","100","100","0","0","0","100","100","100","150","150","150","160","160","160","0","0","0","100","100","100"
"1565","0","0","0","0","0","0","0","0","0","40","40","40","10","10","10","0","0","0","50","50","50","0","0","0","0","0","0","50","50","50","0","0","0","100","100","100"
"1570","0","0","0","0","0","0","60","60","60","100","100","100","0","0","0","0","0","0","0","0","0","40","40","40","0","0","0","100","100","100","0","0","0","0","0","0"
"1575","0","0","0","0","0","0","80","80","80","90","90","90","60","60","60","0","0","0","0","0","0","80","80","80","0","0","0","100","100","100","0","0","0","0","0","0"
"1580","0","0","0","0","0","0","0","0","0","0","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","200","200","200","0","0","0","0","0","0"
"1585","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","200","200","200"
"1590","0","0","0","0","0","0","0","0","0","70","70","70","0","0","0","90","90","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100"
"1595","0","0","0","0","0","0","0","0","0","100","100","100","50","50","50","0","0","0","0","0","0","90","90","90","0","0","0","0","0","0","0","0","0","50","50","50"
"1600","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0"
"1605","0","0","0","0","0","0","90","90","90","100","100","100","10","10","10","0","0","0","0","0","0","100","100","100","0","0","0","90","90","90","0","0","0","150","150","150"
"1610","0","0","0","0","0","0","60","60","60","0","0","0","110","110","110","0","0","0","100","100","100","100","100","100","0","0","0","120","120","120","100","100","100","0","0","0"
"1615","0","0","0","0","0","0","60","60","60","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","170","170","170","40","40","40","100","100","100"
"1620","0","0","0","0","0","0","0","0","0","0","0","0","160","160","160","0","0","0","20","20","20","70","70","70","0","0","0","120","120","120","40","40","40","220","220","220"
"1625","0","0","0","0","0","0","0","0","0","0","0","0","150","150","150","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","200","200","200","200","200","200"
"1630","80","80","80","0","0","0","10","10","10","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","160","160","160","100","100","100"
"1635","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","140","140","140","40","40","40","100","100","100"
"1640","0","0","0","0","0","0","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","110","110","110","10","10","10","90","90","90","120","120","120","30","30","30"
"1645","60","60","60","0","0","0","0","0","0","0","0","0","60","60","60","0","0","0","300","300","300","100","100","100","0","0","0","100","100","100","60","60","60","100","100","100"
"1650","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","50","50","50","100","100","100","0","0","0","30","30","30"
"1655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","120","120","120","120","120","90","90","90"
"1660","0","0","0","0","0","0","0","0","0","0","0","0","70","70","70","0","0","0","0","0","0","100","100","100","30","30","30","130","130","130","0","0","0","150","150","150"
"1665","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","240","240","240","110","110","110","0","0","0","240","240","240","140","140","140","300","300","300"
"1670","100","100","100","0","0","0","10","10","10","0","0","0","100","100","100","80","80","80","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","290","290","290"
"1675","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","110","110","110","210","210","210"
"1680","130","130","130","0","0","0","0","0","0","0","0","0","100","100","100","30","30","30","0","0","0","100","100","100","0","0","0","190","190","190","200","200","200","180","180","180"
"1685","70","70","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","70","70","120","120","120","0","0","0"
"1690","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","140","140","140","110","110","110"
"1695","30","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","70","70","70","0","0","0","100","100","100","100","100","100","30","30","30"
"1700","80","80","80","0","0","0","40","40","40","0","0","0","270","270","270","0","0","0","20","20","20","10","10","10","0","0","0","100","100","100","20","20","20","40","40","40"
"1705","0","0","0","0","0","0","0","0","0","0","0","0","180","180","180","0","0","0","0","0","0","80","80","80","0","0","0","100","100","100","180","180","180","20","20","20"
"1710","0","0","0","0","0","0","0","0","0","100","100","100","40","40","40","0","0","0","20","20","20","100","100","100","0","0","0","100","100","100","90","90","90","120","120","120"
"1715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","300","300","0","0","0","20","20","20","160","160","160","180","180","180","130","130","130"
"1720","20","20","20","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","110","110","110","10","10","10"
"1725","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","120","120","120","0","0","0","100","100","100"
"1730","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","0","0","0","200","200","200"
"1735","0","0","0","40","40","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","160","160","120","120","120","120","120","120"
"1740","0","0","0","0","0","0","20","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","20","20","20","90","90","90"
"1745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","60","60","0","0","0","140","140","140","240","240","240","180","180","180","100","100","100","100","100","100"
"1750","30","30","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","120","120","100","100","100","100","100","100","160","160","160","200","200","200","10","10","10"
"1755","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","0","0","0","0","0","0","0","0","0","10","10","10","130","130","130","10","10","10","70","70","70"
"1760","0","0","0","70","70","70","370","370","370","0","0","0","240","240","240","0","0","0","0","0","0","0","0","0","0","0","0","170","170","170","0","0","0","100","100","100"
"1765","50","50","50","0","0","0","210","210","210","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","190","190","190","0","0","0","50","50","50"
"1770","100","100","100","70","70","70","0","0","0","0","0","0","200","200","200","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","200","200","200","0","0","0"
"1775","0","0","0","0","0","0","0","0","0","0","0","0","150","150","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","80","80","80"
"1780","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","150","150","150","70","70","70"
"1785","0","0","0","0","0","0","0","0","0","","","","200","200","200","0","0","0","0","0","0","10","10","10","0","0","0","200","200","200","60","60","60","50","50","50"
"1790","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","200","0","0","0","0","0","0"
"1795","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","60","60","60","0","0","0","0","0","0","100","100","100","200","200","200","100","100","100"
"1800","0","0","0","0","0","0","100","100","100","","","","0","0","0","0","0","0","50","50","50","0","0","0","0","0","0","0","0","0","100","100","100","80","80","80"
"1805","0","0","0","100","100","100","100","100","100","","","","0","0","0","0","0","0","90","90","90","100","100","100","0","0","0","100","100","100","100","100","100","160","160","160"
"1810","0","0","0","0","0","0","0","0","0","","","","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","120","120","120"
"1815","0","0","0","70","70","70","20","20","20","","","","100","100","100","0","0","0","180","180","180","0","0","0","0","0","0","100","100","100","100","100","100","120","120","120"
"1820","0","0","0","90","90","90","100","100","100","","","","100","100","100","0","0","0","0","0","0","100","100","100","0","0","0","100","100","100","100","100","100","150","150","150"
"1825","0","0","0","130","130","130","110","110","110","","","","200","200","200","100","100","100","0","0","0","0","0","0","0","0","0","100","100","100","90","90","90","260","260","260"
"1830","0","0","0","100","100","100","0","0","0","","","","0","0","0","0","0","0","30","30","30","0","0","0","0","0","0","260","260","260","50","50","50","0","0","0"
"1835","0","0","0","100","100","100","10","10","10","","","","0","0","0","0","0","0","10","10","10","0","0","0","0","0","0","50","50","50","120","120","120","20","20","20"
"1840","0","0","0","0","0","0","100","100","100","","","","0","0","0","0","0","0","0","0","0","30","30","30","10","10","10","100","100","100","80","80","80","80","80","80"
"1845","0","0","0","0","0","0","20","20","20","","","","0","0","0","0","0","0","40","40","40","100","100","100","0","0","0","130","130","130","100","100","100","100","100","100"
"1850","0","0","0","0","0","0","60","60","60","","","","90","90","90","0","0","0","0","0","0","260","260","260","0","0","0","190","190","190","0","0","0","70","70","70"
"1855","0","0","0","0","0","0","10","10","10","","","","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","150","150","150","0","0","0"
"1860","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","200","200","200","30","30","30","190","190","190"
"1865","0","0","0","0","0","0","100","100","100","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","10","10","10","20","20","20"
"1870","0","0","0","0","0","0","0","0","0","","","","10","10","10","100","100","100","0","0","0","0","0","0","0","0","0","50","50","50","180","180","180","0","0","0"
"1875","0","0","0","0","0","0","0","0","0","","","","0","0","0","50","50","50","0","0","0","90","90","90","0","0","0","100","100","100","180","180","180","0","0","0"
"1880","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","100","100","100","20","20","20","300","300","300","100","100","100","70","70","70"
"1885","30","30","30","0","0","0","100","100","100","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","200","200","200","200","200","100","100","100"
"1890","0","0","0","10","10","10","100","100","100","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","130","130","130","100","100","100","280","280","280"
"1895","100","100","100","0","0","0","230","230","230","","","","0","0","0","","","","0","0","0","100","100","100","0","0","0","70","70","70","80","80","80","200","200","200"
"1900","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","90","90","90","0","0","0","300","300","300","20","20","20","150","150","150"
"1905","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","120","120","120","0","0","0","100","100","100","0","0","0","210","210","210"
"1910","0","0","0","0","0","0","10","10","10","","","","0","0","0","","","","0","0","0","50","50","50","0","0","0","100","100","100","100","100","100","160","160","160"
"1915","0","0","0","0","0","0","260","260","260","","","","0","0","0","","","","0","0","0","150","150","150","20","20","20","100","100","100","200","200","200","10","10","10"
"1920","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","50","50","50","0","0","0","0","0","0","100","100","100","90","90","90"
"1925","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","90","90","90","100","100","100","80","80","80"
"1930","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","90","90","90","0","0","0","80","80","80","100","100","100","140","140","140"
"1935","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","100","100","100","0","0","0","100","100","100","200","200","200","100","100","100"
"1940","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","0","0","0"
"1945","0","0","0","0","0","0","80","80","80","","","","0","0","0","","","","0","0","0","90","90","90","40","40","40","100","100","100","100","100","100","150","150","150"
"1950","0","0","0","0","0","0","0","0","0","","","","0","0","0","","","","0","0","0","140","140","140","0","0","0","100","100","100","150","150","150","260","260","260"
"1955","0","0","0","0","0","0","0","0","0","","","","160","160","160","","","","0","0","0","200","200","200","0","0","0","30","30","30","200","200","200","90","90","90"
"1960","0","0","0","0","0","0","90","90","90","","","","100","100","100","","","","80","80","80","100","100","100","0","0","0","200","200","200","30","30","30","240","240","240"
"1965","0","0","0","0","0","0","30","30","30","","","","","","","","","","0","0","0","100","100","100","0","0","0","100","100","100","150","150","150","120","120","120"
"1970","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","300","300","300","0","0","0","70","70","70","100","100","100","0","0","0"
"1975","0","0","0","0","0","0","120","120","120","","","","","","","","","","0","0","0","110","110","110","0","0","0","0","0","0","100","100","100","120","120","120"
"1980","0","0","0","0","0","0","260","260","260","","","","","","","","","","0","0","0","90","90","90","100","100","100","10","10","10","100","100","100","100","100","100"
"1985","0","0","0","0","0","0","200","200","200","","","","","","","","","","0","0","0","100","100","100","40","40","40","30","30","30","180","180","180","100","100","100"
"1990","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","50","50","50","100","100","100","0","0","0","100","100","100","100","100","100"
"1995","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","30","30","30"
"2000","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","100","100","100","110","110","110","100","100","100"
